"","siteref","x","y","site_id","habitat","area","rubble","k","Reef","reef_siteid","long","lat"
"537","L_340",7,10,"1_S_5","Slope",50194.4759641993,FALSE,18.5557586837294,19188100104,"19188100104_1_S_5",149.754505180888,-19.7930107695448
"538","L_341",9,7,"1_S_6","Slope",25263.8582519619,FALSE,30,19188100104,"19188100104_1_S_6",149.765992372552,-19.7914999225465
"539","L_342",9,11,"1_S_7","Slope",54508.6960987165,FALSE,34.7008547008547,19188100104,"19188100104_1_S_7",149.7555166475,-19.7833026094286
"540","L_343",8,8,"1_S_8","Slope",25596.8860030035,FALSE,23.5090909090909,19188100104,"19188100104_1_S_8",149.760323007805,-19.7945423710363
"541","L_344",13,8,"1_S_9","Slope",17948.8007907113,FALSE,21.0880829015544,19188100104,"19188100104_1_S_9",149.773288809705,-19.7824218222405
"542","L_346",6,1,"1_C_1","Crest",65514.9884146336,FALSE,15.3409090909091,19194100104,"19194100104_1_C_1",149.778804001261,-19.8198233768929
"543","L_346",6,1,"1_S_1","Slope",85133.1855949829,FALSE,20.0776053215078,19194100104,"19194100104_1_S_1",149.777716202035,-19.817494164593
"544","L_346",6,1,"1_S_2","Slope",28268.8194828797,FALSE,33.0872483221477,19194100104,"19194100104_1_S_2",149.780494875588,-19.821809714735
"545","L_347",5,1,"1_C_2","Crest",130041.874508633,FALSE,27.8179190751445,19194100104,"19194100104_1_C_2",149.779516922862,-19.824987619132
"546","L_347",5,1,"1_OF_3","Outer Flat",70170.9647863652,FALSE,37.4666666666667,19194100104,"19194100104_1_OF_3",149.777245413575,-19.820279021121
"547","L_347",5,1,"1_SS_1","Sheltered Slope",32591.0187873389,FALSE,35.4378531073446,19194100104,"19194100104_1_SS_1",149.775467850019,-19.8201736208717
"548","L_347",5,1,"1_S_3","Slope",30931.2810076657,FALSE,44.1666666666667,19194100104,"19194100104_1_S_3",149.780543775614,-19.8261618084152
"549","L_348",3,1,"1_C_3","Crest",111088.331665327,FALSE,46.8067226890756,19194100104,"19194100104_1_C_3",149.775852308976,-19.8284279604738
"550","L_349",4,1,"1_IF_1","Inner Flat",34255.6771172127,FALSE,33.2432432432432,19194100104,"19194100104_1_IF_1",149.774994221226,-19.8241916180626
"551","L_349",4,1,"1_OF_1","Outer Flat",284359.680568366,FALSE,55.0510036196117,19194100104,"19194100104_1_OF_1",149.776847962927,-19.8248521123073
"552","L_349",4,1,"1_SS_2","Sheltered Slope",55541.0706078564,FALSE,50.8319185059423,19194100104,"19194100104_1_SS_2",149.773483252014,-19.8249518744707
"553","L_350",27,40,"1_C_1","Crest",71988.8835528176,FALSE,40.4915912031048,19252100104,"19252100104_1_C_1",149.708419917587,-19.6594514825284
"554","L_350",27,40,"1_SS_1","Sheltered Slope",16255.4974073493,FALSE,18.9570552147239,19252100104,"19252100104_1_SS_1",149.707560834346,-19.6594027555577
"555","L_350",27,40,"1_S_1","Slope",57391.9364270908,FALSE,28.8279932546374,19252100104,"19252100104_1_S_1",149.708913755604,-19.6591825037233
"556","L_351",23,19,"1_BR_1","Back Reef",15940.683991062,FALSE,11.9653179190751,19257100104,"19257100104_1_BR_1",149.764029503285,-19.722302789033
"557","L_352",22,17,"1_BR_2","Back Reef",5314.28062002128,FALSE,11.271186440678,19257100104,"19257100104_1_BR_2",149.766667059948,-19.7314061668184
"558","L_352",22,17,"1_S_2","Slope",26571.6314384434,FALSE,6.14695340501792,19257100104,"19257100104_1_S_2",149.766461115563,-19.7320740873437
"559","L_353",24,20,"1_C_1","Crest",43503.1478158948,FALSE,6.40086206896552,19257100104,"19257100104_1_C_1",149.76234680529,-19.7199958243268
"560","L_353",24,20,"1_SS_1","Sheltered Slope",2656.63523113588,FALSE,30.2,19257100104,"19257100104_1_SS_1",149.761861610923,-19.7188764519638
"561","L_354",25,19,"1_P_1","Patch",3984.99535134854,FALSE,13.3333333333333,19257100104,"19257100104_1_P_1",149.768553757268,-19.7180838855203
"562","L_355",24,19,"1_S_1","Slope",88335.7880925457,FALSE,15.7894736842105,19257100104,"19257100104_1_S_1",149.767208903742,-19.7197992801078
