,lat,long,siteref,site_id,habitat,area,rubble,k,Reef,reef_siteid,x,y,recom_connectivity,sitedepth
545,-19.78963494,149.7578362,NA,1_OF_3,Outer Flat,109027.7877,FALSE,41.16148532,19188100104,19188100104_1_OF_3,8,9,NA_V1,0
546,-19.77585169,149.7611282,NA,1_SS_1,Sheltered Slope,27584.36926,FALSE,19.13043478,19188100104,19188100104_1_SS_1,12,11,NA_V1,0
547,-19.78175028,149.7701439,NA,1_SS_2,Sheltered Slope,28584.56992,FALSE,5.144230769,19188100104,19188100104_1_SS_2,12,8,NA_V1,0
548,-19.78544357,149.759123,NA,1_SS_3,Sheltered Slope,178490.134,FALSE,21.8503937,19188100104,19188100104_1_SS_3,9,10,NA_V1,0
549,-19.78780662,149.7651373,NA,1_SS_4,Sheltered Slope,112351.6203,FALSE,23.82426778,19188100104,19188100104_1_SS_4,10,8,NA_V1,0
550,-19.77430194,149.7586518,NA,1_S_1,Slope,292784.4736,FALSE,26.35816165,19188100104,19188100104_1_S_1,12,12,NA_V1,0
551,-19.77829784,149.7690811,NA,1_S_4,Slope,64145.79972,FALSE,14.06841339,19188100104,19188100104_1_S_4,13,9,NA_V1,0
552,-19.83422439,149.7747497,NA,1_BR_1,Back Reef,16298.6378,FALSE,19.76047904,19194100104,19194100104_1_BR_1,2,1,NA_V1,0
553,-19.83198512,149.7734709,NA,1_C_4,Crest,106103.7355,FALSE,48.02110818,19194100104,19194100104_1_C_4,2,1,NA_V1,0
554,-19.82485211,149.776848,NA,1_OF_1,Outer Flat,284359.6806,FALSE,55.05100362,19194100104,19194100104_1_OF_1,4,1,NA_V1,0
555,-19.82953813,149.7742338,NA,1_OF_2,Outer Flat,143684.5654,FALSE,37.68680962,19194100104,19194100104_1_OF_2,3,1,NA_V1,0
556,-19.82027902,149.7772454,NA,1_OF_3,Outer Flat,70170.96479,FALSE,37.46666667,19194100104,19194100104_1_OF_3,5,1,NA_V1,0
557,-19.82017362,149.7754679,NA,1_SS_1,Sheltered Slope,32591.01879,FALSE,35.43785311,19194100104,19194100104_1_SS_1,5,1,NA_V1,0
558,-19.82495187,149.7734833,NA,1_SS_2,Sheltered Slope,55541.07061,FALSE,50.83191851,19194100104,19194100104_1_SS_2,4,1,NA_V1,0
559,-19.83036849,149.7715804,NA,1_SS_3,Sheltered Slope,37584.26573,FALSE,40.63938619,19194100104,19194100104_1_SS_3,2,1,NA_V1,0
560,-19.81749416,149.7777162,NA,1_S_1,Slope,85133.18559,FALSE,20.07760532,19194100104,19194100104_1_S_1,6,1,NA_V1,0
561,-19.82180971,149.7804949,NA,1_S_2,Slope,28268.81948,FALSE,33.08724832,19194100104,19194100104_1_S_2,6,1,NA_V1,0
562,-19.82616181,149.7805438,NA,1_S_3,Slope,30931.28101,FALSE,44.16666667,19194100104,19194100104_1_S_3,5,1,NA_V1,0
563,-19.83280679,149.7753781,NA,1_S_4,Slope,144689.4477,FALSE,32.27684347,19194100104,19194100104_1_S_4,2,1,NA_V1,0
564,-19.65940276,149.7075608,NA,1_SS_1,Sheltered Slope,16255.49741,FALSE,18.95705521,19252100104,19252100104_1_SS_1,27,40,NA_V1,0
565,-19.6591825,149.7089138,NA,1_S_1,Slope,57391.93643,FALSE,28.82799325,19252100104,19252100104_1_S_1,27,40,NA_V1,0
566,-19.71887645,149.7618616,NA,1_SS_1,Sheltered Slope,2656.635231,FALSE,30.2,19257100104,19257100104_1_SS_1,24,20,NA_V1,0
567,-19.73207409,149.7664611,NA,1_S_2,Slope,26571.63144,FALSE,6.146953405,19257100104,19257100104_1_S_2,22,17,NA_V1,0
